kaupverd;teg_eign;byggar;birtm2;matssvaedi
22500;Íbúðareign;1999;84.1;840
11400;Íbúðareign;1935;35.1;20
90000;Einbýlishús;1976;302.3;400
19500;Íbúðareign;1938;68.5;72
33500;Einbýlishús;1955;202.3;6020
24000;Raðhús;1978;181.3;2050
20900;Einbýlishús;2007;180;2040
48750;Raðhús;2000;161.1;520
37500;Íbúðareign;2002;126.8;340
34000;Íbúðareign;2005;128.5;350
22800;Íbúðareign;1995;84.2;840
27400;Íbúðareign;1965;104.2;91
18200;Íbúðareign;1961;54.4;90
33500;Íbúðareign;1991;106.9;72
24900;Íbúðareign;1923;63.8;31
48000;Einbýlishús;1940;159.8;400
8650;Íbúðareign;1976;48.5;6030
32000;Einbýlishús;1976;182.5;6040
39000;Íbúðareign;2007;129.1;511
40500;Íbúðareign;1943;179.6;90
33000;Íbúðareign;1947;148.8;80
21000;Íbúðareign;1969;61.8;280
36900;Íbúðareign;2010;89.9;20
23400;Íbúðareign;1970;125.8;170
19200;Íbúðareign;1978;78.2;200
54200;Einbýlishús;1983;239.3;600
21500;Íbúðareign;1927;88.9;600
26000;Parhús;2008;168.4;2040
41600;Íbúðareign;1958;152.3;70
24200;Íbúðareign;1986;63.8;11
36500;Íbúðareign;2007;136.7;90
43000;Íbúðareign;2000;130.3;90
35000;Íbúðareign;1960;136.7;100
38500;Íbúðareign;1942;104.1;90
34000;Raðhús;1978;237.8;150
23000;Parhús;1985;80;150
24500;Íbúðareign;1995;92.7;130
22300;Íbúðareign;1993;89;130
32000;Íbúðareign;1949;114.5;20
19900;Íbúðareign;1935;72;20
23000;Íbúðareign;1993;88.5;130
16500;Íbúðareign;1985;57.6;220
23747;Íbúðareign;1993;88.5;130
49000;Einbýlishús;1957;112.4;75
16000;Íbúðareign;1948;45.2;80
24500;Íbúðareign;1985;93.4;120
41500;Raðhús;1976;207.3;170
20400;Íbúðareign;2008;83.3;6010
28700;Íbúðareign;1978;155.6;600
25000;Íbúðareign;1963;145.2;680
24300;Íbúðareign;2013;97.7;630
41500;Íbúðareign;2013;110.6;510
18700;Íbúðareign;1969;91.1;680
20400;Íbúðareign;2000;85.7;640
26400;Íbúðareign;2003;90.7;340
23200;Íbúðareign;1982;79.4;320
17500;Íbúðareign;1983;83.2;600
23000;Íbúðareign;1982;93.1;320
21000;Íbúðareign;1962;79.5;90
18900;Íbúðareign;1967;91.4;200
54000;Einbýlishús;1983;307.8;150
21700;Íbúðareign;1993;79.1;130
17000;Íbúðareign;1947;120;6020
22840;Íbúðareign;1960;109;6030
23000;Raðhús;1960;166.8;6030
20500;Íbúðareign;1993;92.8;620
22500;Íbúðareign;1984;89.8;600
24395;Íbúðareign;1991;99.2;620
19000;Íbúðareign;1978;97.4;320
28900;Íbúðareign;2012;116;351
18000;Íbúðareign;1933;64;20
27000;Íbúðareign;1960;109.5;100
23700;Íbúðareign;1954;80.7;100
13500;Íbúðareign;1971;56.7;161
26000;Íbúðareign;1967;114.2;90
36500;Raðhús;1980;206.2;150
36300;Íbúðareign;1944;139.8;100
45000;Parhús;2008;178.9;181
24600;Íbúðareign;1961;132.2;100
20000;Íbúðareign;2003;78.2;6080
31500;Raðhús;1997;130;6080
47500;Einbýlishús;2001;229.3;6030
24694;Íbúðareign;2002;103.6;640
85000;Einbýlishús;1976;268.3;560
32700;Íbúðareign;2013;107.3;510
29100;Íbúðareign;2013;94.7;340
24800;Íbúðareign;2013;78.1;351
27600;Íbúðareign;2013;93;351
67000;Íbúðareign;2006;195.3;351
25500;Íbúðareign;2006;96.3;270
49500;Einbýlishús;2002;203;620
19900;Íbúðareign;1932;58.2;20
17300;Íbúðareign;1962;57.2;100
21000;Íbúðareign;1972;114.6;170
23250;Íbúðareign;1959;91.1;100
17400;Íbúðareign;1971;112.4;161
33500;Íbúðareign;1957;80.1;70
30000;Íbúðareign;2001;120;180
22900;Íbúðareign;2006;83.6;630
25700;Íbúðareign;2001;107.1;640
25500;Íbúðareign;1965;134.9;600
23200;Íbúðareign;2011;102.8;630
75000;Einbýlishús;1995;242.1;500
23200;Íbúðareign;1978;114.9;500
26000;Íbúðareign;1931;84.9;25
47000;Einbýlishús;1979;317.4;150
59000;Íbúðareign;2013;147.2;510
23300;Íbúðareign;2006;84.1;510
27000;Íbúðareign;1997;70.1;20
54900;Einbýlishús;1972;186.1;500
13500;Íbúðareign;1949;49.4;20
23000;Íbúðareign;2005;110;6010
16935;Íbúðareign;1968;92.1;6020
27500;Raðhús;2007;148.8;2040
18000;Raðhús;1960;131.5;2050
20500;Íbúðareign;2009;99.9;2040
42500;Parhús;2007;164;700
54000;Íbúðareign;1979;176.8;75
19500;Íbúðareign;1973;90.4;160
22100;Íbúðareign;2013;65.3;270
47000;Einbýlishús;1977;349.3;160
17600;Íbúðareign;1972;87.3;160
33700;Íbúðareign;1974;116;283
34000;Íbúðareign;2005;127.5;270
26500;Íbúðareign;1958;124.8;100
31000;Íbúðareign;2010;90.1;90
28000;Íbúðareign;2006;65.6;90
23600;Íbúðareign;2013;78.6;270
41600;Íbúðareign;1957;123.8;70
16800;Íbúðareign;1968;45.5;280
22000;Íbúðareign;1977;125.3;160
27246;Íbúðareign;1966;133;200
45000;Íbúðareign;2007;141.4;270
37250;Íbúðareign;1957;104.9;70
28500;Einbýlishús;1958;177.4;6030
15000;Íbúðareign;1991;101.3;2050
17500;Íbúðareign;1953;163.5;2040
40500;Einbýlishús;2008;232.6;2040
49483;Einbýlishús;2006;225.8;630
24900;Íbúðareign;2005;103.9;630
50500;Einbýlishús;2000;208.8;700
27650;Íbúðareign;1987;97.4;500
26400;Íbúðareign;2012;92.2;680
28750;Íbúðareign;1998;107.6;340
36000;Íbúðareign;1968;122.6;400
32000;Íbúðareign;1942;125.5;90
20000;Íbúðareign;1983;92.5;800
32500;Íbúðareign;1999;117.4;140
20700;Íbúðareign;1975;88.4;150
13942;Íbúðareign;1932;59.4;600
31000;Íbúðareign;2008;113.9;600
43200;Raðhús;1964;184.7;600
25500;Íbúðareign;2001;111.8;640
22200;Íbúðareign;1951;112.9;600
34000;Íbúðareign;1988;131.7;120
18200;Íbúðareign;1961;52.9;90
18000;Íbúðareign;1967;77.5;200
18200;Íbúðareign;1967;75.4;281
21500;Íbúðareign;1976;103;150
25500;Íbúðareign;1961;110.6;100
31000;Íbúðareign;1993;95.7;150
13465;Íbúðareign;1974;47.8;150
26500;Íbúðareign;1946;140.9;80
14000;Íbúðareign;1904;134.2;6020
22400;Íbúðareign;1959;112.6;6030
41000;Íbúðareign;2006;145;520
32000;Íbúðareign;1972;162.1;600
18700;Íbúðareign;1968;98.3;600
55000;Einbýlishús;1981;459.4;600
19600;Íbúðareign;1961;76.2;283
18900;Íbúðareign;1940;63;90
56000;Íbúðareign;1927;189.6;20
46000;Íbúðareign;1962;134.9;400
40000;Íbúðareign;1961;88.5;90
38800;Einbýlishús;1983;203.9;2040
15700;Íbúðareign;1955;160.6;2050
29900;Íbúðareign;2000;119;640
25100;Íbúðareign;1974;90.8;320
52000;Einbýlishús;1955;207.5;300
19300;Íbúðareign;1961;67.7;320
25500;Íbúðareign;1993;75.4;150
18500;Íbúðareign;1970;63.9;170
21500;Íbúðareign;1967;112.6;200
15500;Íbúðareign;1969;39.1;280
44750;Íbúðareign;1940;184.1;72
32700;Íbúðareign;1960;110.7;400
63000;Einbýlishús;1973;314.9;281
21000;Íbúðareign;1945;72.8;11
11565;Íbúðareign;1986;44.3;220
46268;Raðhús;1979;228.3;150
44500;Íbúðareign;1964;144.9;91
29000;Raðhús;1959;129.6;284
38000;Íbúðareign;1999;141.5;840
22300;Íbúðareign;1946;75.4;80
11900;Íbúðareign;1941;116.4;6020
16500;Íbúðareign;1930;98;6020
26000;Raðhús;1988;105.5;6030
49800;Einbýlishús;1966;202;600
22900;Íbúðareign;2011;101.2;630
44300;Einbýlishús;1978;198.2;700
34900;Íbúðareign;1929;89.1;20
24200;Íbúðareign;1986;69.9;90
47000;Einbýlishús;1968;208.5;200
12500;Íbúðareign;1967;54.2;200
19600;Íbúðareign;1983;51.9;72
27250;Íbúðareign;2011;73.9;20
40000;Raðhús;1991;119.8;100
25550;Íbúðareign;1935;76.5;20
52700;Íbúðareign;2011;165.5;181
41800;Raðhús;1960;179.9;100
30700;Íbúðareign;1964;128;91
23700;Íbúðareign;1996;86.8;130
73000;Íbúðareign;2004;166.1;20
20500;Íbúðareign;1981;56.2;72
28000;Íbúðareign;1984;94.8;85
14000;Íbúðareign;1940;51.9;600
14000;Íbúðareign;1934;58.2;660
24000;Íbúðareign;1989;143.8;600
41000;Einbýlishús;1974;183.2;600
22500;Íbúðareign;1996;79.3;650
37500;Íbúðareign;2008;176.9;350
41000;Íbúðareign;1965;167.6;320
48000;Einbýlishús;1961;219.8;600
12500;Íbúðareign;1960;38.8;100
35500;Íbúðareign;1992;109.4;280
19200;Íbúðareign;2007;120.2;2040
30500;Einbýlishús;1946;161.4;2050
20300;Íbúðareign;2006;76.5;630
37900;Parhús;1984;146.5;650
20200;Íbúðareign;1985;66.1;400
34900;Raðhús;1978;232.2;150
21000;Íbúðareign;1969;94.1;170
17600;Íbúðareign;1968;78.9;170
33500;Íbúðareign;1988;169.6;150
34800;Íbúðareign;2003;142.8;180
23900;Íbúðareign;1945;62.6;25
41000;Raðhús;2001;186.7;110
18800;Íbúðareign;1970;94.3;160
22000;Íbúðareign;1968;94.8;200
22900;Íbúðareign;1955;57.1;80
4500;Einbýlishús;1894;59.2;6020
29000;Íbúðareign;1956;151.3;6020
25550;Íbúðareign;1925;58.6;20
26000;Íbúðareign;1962;110.4;283
96000;Íbúðareign;2008;136.5;20
18100;Íbúðareign;1978;90.1;150
27500;Íbúðareign;2004;120.1;630
45500;Raðhús;1991;162.3;500
38800;Íbúðareign;2013;120.1;600
28900;Íbúðareign;2012;116.7;351
18000;Íbúðareign;1979;97.4;320
28000;Íbúðareign;2006;107.7;351
50000;Parhús;1999;202.3;340
34000;Íbúðareign;1983;106;72
22800;Íbúðareign;1947;94.2;80
16900;Íbúðareign;1986;51.3;120
29000;Íbúðareign;1960;99.1;85
16600;Íbúðareign;1967;59.5;200
21600;Íbúðareign;1997;86.6;130
16800;Íbúðareign;1973;82.2;160
40000;Íbúðareign;1935;102.8;20
22500;Íbúðareign;1962;81.8;80
25500;Íbúðareign;2013;79.3;270
38500;Íbúðareign;2005;164.9;270
26500;Íbúðareign;2003;106.8;180
28000;Íbúðareign;1974;93.3;283
14500;Íbúðareign;1939;48.2;90
42500;Einbýlishús;1960;145.7;281
26000;Íbúðareign;1957;100.9;100
43500;Raðhús;1982;201;600
36000;Íbúðareign;2008;119.1;600
47500;Einbýlishús;1976;254.6;600
24700;Íbúðareign;1972;107.9;600
31900;Íbúðareign;2008;129.9;351
21500;Íbúðareign;1973;75.1;320
28800;Íbúðareign;1996;104.7;330
22900;Íbúðareign;2007;93.7;351
47500;Íbúðareign;2011;148.2;320
34500;Íbúðareign;1998;151.1;340
60000;Raðhús;2001;201;340
30800;Íbúðareign;2013;93.9;340
44500;Raðhús;1985;197.1;300
59000;Íbúðareign;2014;162;320
39000;Íbúðareign;2007;120.2;320
49500;Raðhús;2001;184.1;130
31600;Íbúðareign;2001;120;180
61000;Íbúðareign;2009;153.3;400
66000;Einbýlishús;1981;208.8;400
29108;Íbúðareign;2013;109.2;270
25000;Parhús;1985;77.5;150
27900;Íbúðareign;1968;111.8;100
21600;Íbúðareign;1944;82.7;90
39500;Raðhús;1987;142.5;220
95000;Íbúðareign;2014;176.4;320
43000;Íbúðareign;2013;110.1;320
44000;Íbúðareign;2014;121.5;320
45000;Íbúðareign;2013;107.8;320
90000;Íbúðareign;2013;185.7;320
25700;Raðhús;1960;135.1;320
17014;Íbúðareign;1947;105.9;2050
27500;Íbúðareign;1977;118.9;150
29400;Íbúðareign;1999;78.1;20
18350;Íbúðareign;1963;52.8;283
18350;Íbúðareign;1959;62;100
18500;Íbúðareign;1991;74.4;130
14400;Íbúðareign;1920;49.9;72
39600;Íbúðareign;2013;138.4;600
16500;Íbúðareign;1991;82.1;620
28500;Íbúðareign;2010;86.7;350
45000;Íbúðareign;2008;121.5;320
70000;Einbýlishús;2001;263;340
32160;Íbúðareign;2013;109.4;340
34000;Einbýlishús;1952;124.2;320
25500;Einbýlishús;1956;97.3;6030
24000;Íbúðareign;1953;176.7;6020
15200;Íbúðareign;1988;89.9;6040
24500;Parhús;1930;163;6020
31500;Íbúðareign;1957;123.2;100
33700;Íbúðareign;2013;129.6;270
24300;Íbúðareign;1949;83.8;90
26800;Raðhús;1912;77.9;20
98000;Íbúðareign;2008;172.8;20
17800;Íbúðareign;1942;96.6;20
23800;Íbúðareign;1959;82.9;80
39500;Raðhús;1973;211.6;170
26500;Íbúðareign;1956;91.7;70
20700;Íbúðareign;1968;94.8;200
39000;Parhús;1988;150.8;120
21800;Íbúðareign;1959;72.3;100
38000;Raðhús;1979;240.4;150
9500;Íbúðareign;1978;71.7;6040
38200;Einbýlishús;1983;164.7;700
26900;Íbúðareign;2008;105.5;640
25900;Íbúðareign;2010;93.8;350
33500;Íbúðareign;2005;116.7;351
19600;Íbúðareign;2013;60.2;351
20200;Íbúðareign;1967;104.9;200
26000;Íbúðareign;1956;86.9;70
26500;Íbúðareign;1964;118.5;91
21200;Íbúðareign;2002;82;130
16000;Íbúðareign;1978;119.3;2050
46378;Einbýlishús;2008;213;630
39000;Einbýlishús;1955;183;600
42000;Íbúðareign;1951;147.9;90
19900;Íbúðareign;1960;63.3;80
38500;Íbúðareign;1991;85.3;281
28500;Íbúðareign;1956;89;80
32000;Einbýlishús;1962;115.5;281
40000;Einbýlishús;1979;171;600
27000;Íbúðareign;1982;110.7;500
20400;Íbúðareign;1983;67.5;500
49000;Einbýlishús;1994;240.8;650
26250;Íbúðareign;2007;99.7;351
32300;Íbúðareign;2000;112.8;330
82000;Einbýlishús;1999;328.6;340
21000;Íbúðareign;2004;71.8;350
28400;Íbúðareign;2013;94.5;340
25500;Íbúðareign;2003;94.6;340
14100;Íbúðareign;1976;65.3;160
17300;Íbúðareign;1949;60.4;100
30200;Íbúðareign;1944;100.5;90
53000;Einbýlishús;1980;264.6;220
23000;Íbúðareign;1976;113.6;150
23000;Íbúðareign;1948;63;25
56000;Íbúðareign;1946;170;80
26500;Íbúðareign;1957;94;100
32500;Íbúðareign;1990;92.9;72
17700;Raðhús;1974;77.1;6030
23000;Raðhús;1974;96.9;6040
8750;Íbúðareign;1960;109.9;2050
18200;Íbúðareign;2007;100.5;2040
30500;Íbúðareign;1966;94.3;72
58000;Íbúðareign;2009;157.7;400
19000;Íbúðareign;1988;91.2;120
27800;Íbúðareign;2005;93.4;110
29504;Íbúðareign;2012;88.6;160
24255;Íbúðareign;2012;69.2;160
32194;Íbúðareign;2012;90.8;160
35500;Raðhús;1979;199.7;150
18200;Íbúðareign;1961;52.9;90
22500;Íbúðareign;1959;75.2;100
12120;Íbúðareign;1975;43;150
54000;Einbýlishús;1998;199.1;400
41900;Íbúðareign;2011;147.2;181
39900;Íbúðareign;2010;144.9;181
25200;Íbúðareign;1989;104;120
37000;Íbúðareign;1961;132.4;70
54600;Parhús;2008;219;270
38900;Íbúðareign;2013;116.5;511
16000;Íbúðareign;1954;97;680
32900;Íbúðareign;2006;122.9;630
20000;Íbúðareign;1973;145.3;600
28000;Íbúðareign;2010;87.6;350
25800;Íbúðareign;1997;82.8;330
25500;Íbúðareign;1959;87.9;100
18000;Íbúðareign;1946;50.5;72
26600;Íbúðareign;1967;123.2;200
45400;Íbúðareign;1954;130.8;70
48000;Raðhús;1987;214;210
22500;Íbúðareign;1984;65.3;72
51500;Raðhús;2002;208.7;180
17800;Íbúðareign;1979;72.8;160
23400;Íbúðareign;1994;103.6;130
13000;Einbýlishús;1932;109.8;2050
24700;Einbýlishús;1968;173.4;2050
31700;Íbúðareign;2013;107.4;600
21000;Íbúðareign;1966;113.4;300
36500;Íbúðareign;1997;139.6;340
24400;Íbúðareign;2013;78.1;351
26000;Íbúðareign;1974;108.1;320
32500;Íbúðareign;2000;112.4;340
37000;Raðhús;1994;139.8;330
26600;Íbúðareign;2005;86.5;110
15440;Íbúðareign;1964;52.1;91
23000;Íbúðareign;1959;91.6;100
19700;Íbúðareign;1990;83.3;600
27200;Íbúðareign;1963;79.5;91
25300;Íbúðareign;1989;95.6;200
15000;Einbýlishús;1946;84;2050
16300;Íbúðareign;1986;107;2050
37000;Íbúðareign;1973;173;600
16700;Íbúðareign;1989;70;650
18200;Íbúðareign;1961;87.8;600
18300;Íbúðareign;1930;59.7;20
25000;Íbúðareign;1967;112.9;100
30500;Íbúðareign;1958;121.9;90
27000;Íbúðareign;1990;151.1;120
19000;Íbúðareign;1979;73.4;150
16200;Íbúðareign;1944;47.5;90
16200;Íbúðareign;1923;73.2;600
19750;Íbúðareign;1978;89.2;320
35500;Íbúðareign;2000;149.5;340
20900;Íbúðareign;1968;86.5;320
35000;Íbúðareign;2002;115.8;340
26000;Íbúðareign;1981;79.7;72
16000;Íbúðareign;1960;47.6;100
13900;Íbúðareign;1975;66.6;150
61000;Raðhús;1968;222.8;280
51000;Einbýlishús;1905;141.7;20
22830;Íbúðareign;1958;74;100
29360;Íbúðareign;2008;108.2;2050
27500;Parhús;1950;313;2050
26000;Íbúðareign;2008;104.2;630
38500;Íbúðareign;1995;148.4;330
45000;Einbýlishús;1978;209;700
30500;Íbúðareign;2002;115.8;640
34500;Íbúðareign;1983;129.3;280
20400;Íbúðareign;1961;60.2;283
33400;Íbúðareign;1957;95.7;80
24000;Íbúðareign;1970;96.7;280
20000;Íbúðareign;1974;60.5;283
17000;Íbúðareign;1982;59.9;150
22500;Íbúðareign;1988;100.3;120
66000;Einbýlishús;2005;263.4;6030
34300;Einbýlishús;1950;229.2;6020
26600;Íbúðareign;2000;95.8;6030
32600;Íbúðareign;2011;116.9;6040
19400;Íbúðareign;2003;78.7;6080
24500;Íbúðareign;2002;86.9;640
14500;Íbúðareign;1978;39.9;320
42900;Parhús;1955;226.2;320
15500;Íbúðareign;1976;65;160
28500;Íbúðareign;1964;100.9;91
32500;Íbúðareign;1946;122.9;80
24500;Íbúðareign;1978;122.6;160
20900;Íbúðareign;1939;64.7;20
27500;Íbúðareign;2000;108.6;180
25850;Íbúðareign;2001;93.8;180
37200;Raðhús;1975;272.5;150
26500;Raðhús;1987;120.5;200
19200;Íbúðareign;1964;63.3;91
49000;Íbúðareign;1985;156.8;85
18000;Íbúðareign;1907;86.4;20
40600;Parhús;1992;187.3;120
29000;Íbúðareign;1956;153.1;90
27900;Íbúðareign;1998;84.9;90
40000;Parhús;2008;314.4;181
19500;Íbúðareign;1933;50.5;20
30500;Íbúðareign;1983;86.8;85
28000;Íbúðareign;1988;89.3;6030
16500;Íbúðareign;1988;86.4;6040
28500;Raðhús;1988;139;6040
60000;Íbúðareign;2006;177.7;510
9500;Íbúðareign;1928;57.4;600
23800;Íbúðareign;2007;82.6;640
18200;Íbúðareign;1969;77.1;320
25500;Íbúðareign;1996;86.6;330
58000;Íbúðareign;1978;232.3;320
26000;Íbúðareign;1972;86.2;320
53000;Einbýlishús;1989;264.2;330
35200;Íbúðareign;1989;150.1;120
35000;Íbúðareign;1930;92.4;25
64000;Einbýlishús;1982;368.5;220
22000;Íbúðareign;1996;86.6;130
29000;Íbúðareign;2006;90.8;11
20600;Íbúðareign;1952;74.4;400
59950;Íbúðareign;1946;181.5;72
23050;Íbúðareign;1946;54.5;72
64000;Einbýlishús;1984;420.9;210
24000;Íbúðareign;2004;85.7;180
49900;Íbúðareign;1955;163.5;70
64900;Parhús;1963;221.2;75
21600;Íbúðareign;1992;67.1;20
33600;Íbúðareign;1930;92.9;25
36000;Einbýlishús;1981;144.1;800
56000;Einbýlishús;1976;275.3;150
25400;Íbúðareign;1999;97.9;130
53900;Parhús;1991;176.8;500
25500;Íbúðareign;1955;148.9;600
22300;Íbúðareign;1980;87.4;680
29000;Íbúðareign;1989;134.3;600
35000;Íbúðareign;1998;124.9;340
26200;Parhús;1989;87;320
75000;Einbýlishús;1996;281.8;330
22000;Íbúðareign;1979;82;160
15600;Íbúðareign;1965;56.9;90
20000;Íbúðareign;1969;61.1;70
41000;Íbúðareign;1961;180;91
18200;Íbúðareign;1947;61.6;100
32500;Íbúðareign;1939;171.1;72
29500;Íbúðareign;2005;107.4;840
20000;Íbúðareign;1997;68.4;130
28800;Íbúðareign;1959;113.4;100
30350;Raðhús;1978;170.3;2050
25700;Raðhús;1980;75.8;500
36300;Íbúðareign;1998;157.7;650
40000;Raðhús;2005;201.2;630
47000;Raðhús;1970;249.9;320
37500;Íbúðareign;2007;127;281
19100;Íbúðareign;1979;74.6;160
35500;Íbúðareign;1955;111.1;70
8800;Íbúðareign;1971;47.4;170
43000;Íbúðareign;1986;137.3;400
21250;Íbúðareign;1951;70.9;100
65000;Parhús;1923;132.3;25
27000;Raðhús;1971;151.8;6030
39000;Einbýlishús;1993;161.5;6080
17500;Íbúðareign;2010;52.2;350
48500;Íbúðareign;2008;247.5;810
30000;Íbúðareign;1929;150.9;20
21100;Íbúðareign;1944;71.2;90
47000;Einbýlishús;1965;185.1;500
21500;Íbúðareign;1993;111.1;130
18000;Íbúðareign;1992;55.7;20
24400;Íbúðareign;1938;53.2;31
24800;Íbúðareign;2013;78.1;351
20500;Íbúðareign;1978;86.9;320
25882;Íbúðareign;2013;80.5;351
26500;Íbúðareign;1998;105.1;330
27600;Íbúðareign;2013;93;351
28000;Íbúðareign;2004;96.2;350
23000;Íbúðareign;2005;88.7;350
16500;Íbúðareign;1984;51.9;72
23900;Íbúðareign;1997;87.1;130
59900;Einbýlishús;2000;197.6;840
33900;Íbúðareign;2011;113.3;6040
23250;Íbúðareign;1967;139.6;6030
25354;Íbúðareign;2013;98.5;6010
17100;Íbúðareign;1930;110.2;6020
28200;Parhús;2006;151.3;2040
16500;Íbúðareign;1945;40.7;90
11000;Íbúðareign;1951;25.6;100
27500;Íbúðareign;1995;92.8;130
59000;Raðhús;1982;260.5;80
21400;Íbúðareign;1949;64.6;20
120000;Einbýlishús;1973;267.6;280
24400;Íbúðareign;1965;87.9;100
36000;Einbýlishús;1952;167.9;100
25400;Íbúðareign;1983;117.4;220
19750;Íbúðareign;1967;84.6;200
14450;Íbúðareign;1962;49;100
12850;Íbúðareign;1947;67.2;600
14700;Íbúðareign;1991;54.2;620
37500;Íbúðareign;2006;121.1;520
25000;Íbúðareign;2002;102.9;340
20500;Íbúðareign;2000;59.6;320
28500;Íbúðareign;2000;97;340
29000;Íbúðareign;2013;100;351
24000;Íbúðareign;1997;92.1;130
27468;Íbúðareign;1946;113.3;80
27900;Raðhús;1973;122;800
45000;Raðhús;1960;219.9;100
25500;Íbúðareign;1983;119.9;220
61000;Raðhús;1982;282.1;80
22000;Íbúðareign;1955;76.8;80
16600;Íbúðareign;1973;86.9;161
16000;Íbúðareign;1949;52.9;90
27500;Íbúðareign;2008;119.6;130
28000;Íbúðareign;2013;100.9;270
41900;Íbúðareign;2004;137.5;150
26000;Íbúðareign;1938;73.6;72
39000;Íbúðareign;2007;138.4;511
21300;Íbúðareign;1921;85;660
30030;Íbúðareign;2003;88;100
19300;Íbúðareign;1991;61.6;500
84500;Íbúðareign;1951;197.7;70
36000;Íbúðareign;1944;172.4;6020
25800;Íbúðareign;2014;97.4;6010
24800;Einbýlishús;1920;250;6020
27400;Íbúðareign;2008;82.8;510
37431;Íbúðareign;1973;125.5;70
45000;Einbýlishús;1958;182.5;283
20900;Íbúðareign;1937;60.3;90
25000;Íbúðareign;1978;80.7;25
39500;Raðhús;1995;169.2;120
26500;Íbúðareign;1983;57.5;85
18000;Íbúðareign;1987;61.2;120
30500;Íbúðareign;2013;94.9;340
35000;Íbúðareign;1907;119.7;20
25000;Íbúðareign;1963;90.1;90
18200;Íbúðareign;1958;62.8;100
42500;Raðhús;1983;227.4;600
62000;Einbýlishús;1978;343.2;300
18500;Íbúðareign;2005;123.4;2040
39000;Íbúðareign;1928;106.6;25
48500;Einbýlishús;1959;247.8;6030
14300;Íbúðareign;1998;54.9;6040
37000;Raðhús;1970;162.5;170
20300;Íbúðareign;1985;52;72
26750;Íbúðareign;1947;81.8;20
14750;Íbúðareign;1961;53.8;90
22500;Íbúðareign;1988;97.4;120
19200;Íbúðareign;1991;79.9;130
21000;Íbúðareign;1949;100.5;80
35000;Íbúðareign;1994;102.8;400
17200;Íbúðareign;1983;70.1;220
31500;Íbúðareign;2010;112.9;181
12300;Einbýlishús;1980;156.4;2090
19500;Íbúðareign;1943;79.9;600
44900;Einbýlishús;1956;191.5;500
20625;Íbúðareign;1973;100.8;600
32000;Íbúðareign;2006;127.9;510
17500;Íbúðareign;1973;69.9;320
13800;Íbúðareign;1978;40.1;320
47000;Íbúðareign;2003;175.8;340
22600;Íbúðareign;1995;80.3;330
26500;Íbúðareign;1962;132.6;320
31300;Íbúðareign;2001;112.1;340
28200;Íbúðareign;2013;94.9;340
23500;Íbúðareign;2000;76.7;340
25900;Íbúðareign;2010;94.4;350
42000;Raðhús;1966;215;320
50000;Íbúðareign;2008;144.2;320
18700;Íbúðareign;1958;78.7;100
21200;Íbúðareign;1942;66.5;20
13000;Íbúðareign;1938;41.1;72
19700;Íbúðareign;1969;96.2;170
31000;Íbúðareign;1955;143;600
31500;Íbúðareign;1997;130.7;620
24865;Íbúðareign;2006;83.3;351
14550;Íbúðareign;1978;40.6;320
27800;Íbúðareign;1997;119.1;330
23600;Íbúðareign;2013;79.5;270
31800;Íbúðareign;1960;117.5;100
23650;Íbúðareign;1994;84.2;130
18500;Íbúðareign;1968;105.1;170
28000;Raðhús;1978;166.7;6040
26800;Raðhús;1973;129.1;6030
39700;Raðhús;2005;197.4;6080
27000;Íbúðareign;1989;89.3;6030
16200;Íbúðareign;1973;64.5;160
28500;Raðhús;1988;162.6;6040
16500;Íbúðareign;1949;114.6;6040
20400;Íbúðareign;1971;78.5;600
24200;Íbúðareign;1973;128.9;160
24000;Íbúðareign;1951;75.1;100
78000;Raðhús;1992;248.9;400
30200;Íbúðareign;1965;111.7;91
30500;Íbúðareign;1933;88.3;11
24500;Íbúðareign;2009;116.8;2040
23500;Íbúðareign;1990;78.7;500
55500;Einbýlishús;1975;233.4;500
25500;Íbúðareign;1984;91.7;500
26650;Íbúðareign;1992;97.1;500
19500;Íbúðareign;1951;86.1;600
41000;Íbúðareign;2013;108.6;320
51000;Íbúðareign;2014;121.7;320
46000;Íbúðareign;2014;120.8;320
32500;Raðhús;1958;112.2;284
29900;Íbúðareign;1966;111.5;281
26900;Íbúðareign;1965;91.2;72
39500;Íbúðareign;1975;106.2;20
34200;Íbúðareign;1959;100.6;72
23180;Íbúðareign;1993;95.9;130
46500;Raðhús;1983;200.1;220
29700;Raðhús;1976;146;6030
20350;Íbúðareign;2005;90;2040
23900;Íbúðareign;1989;79.2;600
18200;Íbúðareign;1947;81;600
13500;Íbúðareign;1980;42.9;160
17500;Íbúðareign;1932;50.8;20
17700;Íbúðareign;1963;59.4;91
26500;Íbúðareign;1968;101.5;280
68500;Einbýlishús;1987;196;75
20500;Íbúðareign;1976;96.5;150
14000;Íbúðareign;1944;38.7;90
20500;Íbúðareign;2003;70.1;180
20468;Íbúðareign;1974;59.5;283
17500;Íbúðareign;1979;85.3;160
16200;Íbúðareign;1942;58.8;90
26000;Íbúðareign;1930;103.6;20
16300;Íbúðareign;1989;46;25
32000;Íbúðareign;1973;175.6;160
17000;Íbúðareign;1944;57.7;90
36000;Íbúðareign;1935;100;25
22000;Íbúðareign;2004;86;180
25500;Íbúðareign;1919;82.4;20
29500;Íbúðareign;1953;101.5;72
19600;Íbúðareign;1973;94.2;161
26500;Íbúðareign;1957;88.6;320
